,Reviews_ID,Date,Review,Rating,Product,District_id,Tokens,context_around_service
293,749,16/01/2015,rising distressed rising additional charge great mum,1,Mortgage,61,"['rising', 'distressed', 'rising', 'additional', 'charge', 'great', 'mum']",[]
294,750,16/01/2015,bad financial advice bad financial advice mum limited service terrible manager poor interest rate,1,Mortgage,39,"['bad', 'financial', 'advice', 'bad', 'financial', 'advice', 'mum', 'limited', 'service', 'terrible', 'manager', 'poor', 'interest', 'rate']",[]
305,779,16/01/2015,hope youre proud fee rising terrible manager great,1,Mortgage,52,"['hope', 'youre', 'proud', 'fee', 'rising', 'terrible', 'manager', 'great']",[]
306,780,16/01/2015,distressed happened bad financial advice great,1,Mortgage,66,"['distressed', 'happened', 'bad', 'financial', 'advice', 'great']",[]
314,797,17/01/2015,limited service great hope youre proud,1,Mortgage,22,"['limited', 'service', 'great', 'hope', 'youre', 'proud']",[]
337,852,18/01/2015,long wait time poor interest rate happened high fee high fee terrible manager,1,Mortgage,46,"['long', 'wait', 'time', 'poor', 'interest', 'rate', 'happened', 'high', 'fee', 'high', 'fee', 'terrible', 'manager']",[]
346,866,18/01/2015,additional charge poor interest rate insecure fee additional charge long wait time,1,Mortgage,66,"['additional', 'charge', 'poor', 'interest', 'rate', 'insecure', 'fee', 'additional', 'charge', 'long', 'wait', 'time']",[]
358,900,19/01/2015,poor interest rate hope youre proud great long wait time limited service rising fee,1,Mortgage,63,"['poor', 'interest', 'rate', 'hope', 'youre', 'proud', 'great', 'long', 'wait', 'time', 'limited', 'service', 'rising', 'fee']",[]
367,921,19/01/2015,high fee limited service limited service insecure hope youre proud insecure additional charge,1,Mortgage,71,"['high', 'fee', 'limited', 'service', 'limited', 'service', 'insecure', 'hope', 'youre', 'proud', 'insecure', 'additional', 'charge']",[]
376,958,20/01/2015,poor interest rate poor interest rate great high fee bad financial advice rising long wait time,1,Mortgage,66,"['poor', 'interest', 'rate', 'poor', 'interest', 'rate', 'great', 'high', 'fee', 'bad', 'financial', 'advice', 'rising', 'long', 'wait', 'time']",[]
377,959,20/01/2015,bad financial advice rude customer service fee long wait time rude customer service rude customer service,1,Mortgage,39,"['bad', 'financial', 'advice', 'rude', 'customer', 'service', 'fee', 'long', 'wait', 'time', 'rude', 'customer', 'service', 'rude', 'customer', 'service']",[]
396,999,21/01/2015,distressed happened insecure unhelpful staff additional charge unhelpful staff unhelpful staff,1,Mortgage,63,"['distressed', 'happened', 'insecure', 'unhelpful', 'staff', 'additional', 'charge', 'unhelpful', 'staff', 'unhelpful', 'staff']",[]
405,1014,21/01/2015,limited service rising hope youre proud poor interest rate fee hope youre proud slow transaction,1,Mortgage,8,"['limited', 'service', 'rising', 'hope', 'youre', 'proud', 'poor', 'interest', 'rate', 'fee', 'hope', 'youre', 'proud', 'slow', 'transaction']",[]
414,1035,22/01/2015,additional charge bad financial advice rising limited service,1,Mortgage,43,"['additional', 'charge', 'bad', 'financial', 'advice', 'rising', 'limited', 'service']",[]
420,1052,22/01/2015,slow transaction unhelpful staff bad financial advice insecure fee fee,1,Mortgage,8,"['slow', 'transaction', 'unhelpful', 'staff', 'bad', 'financial', 'advice', 'insecure', 'fee', 'fee']",[]
421,1053,22/01/2015,high fee slow transaction happened rude customer service limited service bad financial advice fee,1,Mortgage,54,"['high', 'fee', 'slow', 'transaction', 'happened', 'rude', 'customer', 'service', 'limited', 'service', 'bad', 'financial', 'advice', 'fee']",[]
429,1070,22/01/2015,hope youre proud insecure unhelpful staff,1,Mortgage,30,"['hope', 'youre', 'proud', 'insecure', 'unhelpful', 'staff']",[]
441,1112,23/01/2015,happened distressed poor interest rate limited service,1,Mortgage,39,"['happened', 'distressed', 'poor', 'interest', 'rate', 'limited', 'service']",[]
446,1130,23/01/2015,additional charge rude customer service fee long wait time,1,Mortgage,8,"['additional', 'charge', 'rude', 'customer', 'service', 'fee', 'long', 'wait', 'time']",[]
447,1131,23/01/2015,insecure bad financial advice great rising poor interest rate terrible manager great,1,Mortgage,71,"['insecure', 'bad', 'financial', 'advice', 'great', 'rising', 'poor', 'interest', 'rate', 'terrible', 'manager', 'great']",[]
461,1167,24/01/2015,high fee distressed limited service great great mum,1,Mortgage,11,"['high', 'fee', 'distressed', 'limited', 'service', 'great', 'great', 'mum']",[]
472,1203,24/01/2015,long wait time additional charge fee terrible manager high fee limited service,1,Mortgage,70,"['long', 'wait', 'time', 'additional', 'charge', 'fee', 'terrible', 'manager', 'high', 'fee', 'limited', 'service']",[]
476,1219,25/01/2015,hope youre proud great great high fee,1,Mortgage,63,"['hope', 'youre', 'proud', 'great', 'great', 'high', 'fee']",[]
485,1241,25/01/2015,high fee fee distressed bad financial advice hope youre proud mum limited service,1,Mortgage,43,"['high', 'fee', 'fee', 'distressed', 'bad', 'financial', 'advice', 'hope', 'youre', 'proud', 'mum', 'limited', 'service']",[]
495,1258,26/01/2015,rising great poor interest rate hope youre proud insecure,1,Mortgage,11,"['rising', 'great', 'poor', 'interest', 'rate', 'hope', 'youre', 'proud', 'insecure']",[]
504,1280,26/01/2015,bad financial advice slow transaction poor interest rate long wait time poor interest rate,1,Mortgage,49,"['bad', 'financial', 'advice', 'slow', 'transaction', 'poor', 'interest', 'rate', 'long', 'wait', 'time', 'poor', 'interest', 'rate']",[]
544,1388,28/01/2015,poor interest rate long wait time hope youre proud great bad financial advice fee high fee,1,Mortgage,55,"['poor', 'interest', 'rate', 'long', 'wait', 'time', 'hope', 'youre', 'proud', 'great', 'bad', 'financial', 'advice', 'fee', 'high', 'fee']",[]
545,1389,28/01/2015,great long wait time rude customer service limited service,1,Mortgage,11,"['great', 'long', 'wait', 'time', 'rude', 'customer', 'service', 'limited', 'service']",[]
546,1390,28/01/2015,mum high fee distressed,1,Mortgage,9,"['mum', 'high', 'fee', 'distressed']",[]
553,1406,29/01/2015,rising distressed happened mum,1,Mortgage,11,"['rising', 'distressed', 'happened', 'mum']",[]
564,1430,29/01/2015,fee great insecure,1,Mortgage,41,"['fee', 'great', 'insecure']",[]
569,1450,30/01/2015,high fee poor interest rate slow transaction,1,Mortgage,8,"['high', 'fee', 'poor', 'interest', 'rate', 'slow', 'transaction']",[]
576,1465,30/01/2015,limited service mum happened hope youre proud limited service rising,1,Mortgage,63,"['limited', 'service', 'mum', 'happened', 'hope', 'youre', 'proud', 'limited', 'service', 'rising']",[]
577,1466,30/01/2015,high fee limited service rude customer service rising mum limited service,1,Mortgage,74,"['high', 'fee', 'limited', 'service', 'rude', 'customer', 'service', 'rising', 'mum', 'limited', 'service']",[]
578,1467,30/01/2015,poor interest rate limited service happened high fee rude customer service,1,Mortgage,55,"['poor', 'interest', 'rate', 'limited', 'service', 'happened', 'high', 'fee', 'rude', 'customer', 'service']",[]
601,1535,31/01/2015,terrible manager long wait time fee poor interest rate,1,Mortgage,10,"['terrible', 'manager', 'long', 'wait', 'time', 'fee', 'poor', 'interest', 'rate']",[]
602,1536,31/01/2015,additional charge mum limited service rising bad financial advice,1,Mortgage,63,"['additional', 'charge', 'mum', 'limited', 'service', 'rising', 'bad', 'financial', 'advice']",[]
604,1547,31/01/2015,unhelpful staff poor interest rate high fee additional charge,1,Mortgage,9,"['unhelpful', 'staff', 'poor', 'interest', 'rate', 'high', 'fee', 'additional', 'charge']",[]
610,1567,01/02/2015,insecure limited service rising unhelpful staff limited service terrible manager mum limited service,1,Mortgage,66,"['insecure', 'limited', 'service', 'rising', 'unhelpful', 'staff', 'limited', 'service', 'terrible', 'manager', 'mum', 'limited', 'service']",[]
626,1615,02/02/2015,bad financial advice poor interest rate insecure slow transaction,1,Mortgage,71,"['bad', 'financial', 'advice', 'poor', 'interest', 'rate', 'insecure', 'slow', 'transaction']",[]
683,1776,05/02/2015,slow transaction hope youre proud rude customer service fee high fee,1,Mortgage,5,"['slow', 'transaction', 'hope', 'youre', 'proud', 'rude', 'customer', 'service', 'fee', 'high', 'fee']",[]
684,1777,05/02/2015,rising unhelpful staff bad financial advice fee unhelpful staff,1,Mortgage,71,"['rising', 'unhelpful', 'staff', 'bad', 'financial', 'advice', 'fee', 'unhelpful', 'staff']",[]
685,1778,05/02/2015,rising great bad financial advice rising high fee slow transaction,1,Mortgage,71,"['rising', 'great', 'bad', 'financial', 'advice', 'rising', 'high', 'fee', 'slow', 'transaction']",[]
700,1814,06/02/2015,rising great long wait time fee slow transaction mum,1,Mortgage,63,"['rising', 'great', 'long', 'wait', 'time', 'fee', 'slow', 'transaction', 'mum']",[]
709,1836,06/02/2015,additional charge rising rude customer service limited service,1,Mortgage,71,"['additional', 'charge', 'rising', 'rude', 'customer', 'service', 'limited', 'service']",[]
739,1908,08/02/2015,great fee limited service bad financial advice long wait time,1,Mortgage,71,"['great', 'fee', 'limited', 'service', 'bad', 'financial', 'advice', 'long', 'wait', 'time']",[]
751,1942,08/02/2015,high fee fee insecure poor interest rate,1,Mortgage,71,"['high', 'fee', 'fee', 'insecure', 'poor', 'interest', 'rate']",[]
760,1964,09/02/2015,terrible manager unhelpful staff slow transaction additional charge limited service high fee,1,Mortgage,55,"['terrible', 'manager', 'unhelpful', 'staff', 'slow', 'transaction', 'additional', 'charge', 'limited', 'service', 'high', 'fee']",[]
768,1981,10/02/2015,great bad financial advice fee insecure,1,Mortgage,53,"['great', 'bad', 'financial', 'advice', 'fee', 'insecure']",[]
769,1982,10/02/2015,mum rising bad financial advice unhelpful staff rude customer service mum,1,Mortgage,55,"['mum', 'rising', 'bad', 'financial', 'advice', 'unhelpful', 'staff', 'rude', 'customer', 'service', 'mum']",[]
777,1999,10/02/2015,mum rude customer service distressed great rude customer service happened,1,Mortgage,66,"['mum', 'rude', 'customer', 'service', 'distressed', 'great', 'rude', 'customer', 'service', 'happened']",[]
778,2000,10/02/2015,fee terrible manager unhelpful staff bad financial advice happened rising terrible manager limited service,1,Mortgage,71,"['fee', 'terrible', 'manager', 'unhelpful', 'staff', 'bad', 'financial', 'advice', 'happened', 'rising', 'terrible', 'manager', 'limited', 'service']",[]
786,2042,11/02/2015,poor interest rate great additional charge long wait time long wait time terrible manager great fee,1,Mortgage,9,"['poor', 'interest', 'rate', 'great', 'additional', 'charge', 'long', 'wait', 'time', 'long', 'wait', 'time', 'terrible', 'manager', 'great', 'fee']",[]
787,2043,11/02/2015,great great rude customer service long wait time rude customer service poor interest rate,1,Mortgage,63,"['great', 'great', 'rude', 'customer', 'service', 'long', 'wait', 'time', 'rude', 'customer', 'service', 'poor', 'interest', 'rate']",[]
788,2044,11/02/2015,happened insecure additional charge bad financial advice limited service great happened,1,Mortgage,60,"['happened', 'insecure', 'additional', 'charge', 'bad', 'financial', 'advice', 'limited', 'service', 'great', 'happened']",[]
789,2045,11/02/2015,additional charge limited service mum,1,Mortgage,71,"['additional', 'charge', 'limited', 'service', 'mum']",[]
821,2119,12/02/2015,great hope youre proud hope youre proud,1,Mortgage,55,"['great', 'hope', 'youre', 'proud', 'hope', 'youre', 'proud']",[]
822,2120,12/02/2015,poor interest rate insecure distressed high fee distressed great,1,Mortgage,39,"['poor', 'interest', 'rate', 'insecure', 'distressed', 'high', 'fee', 'distressed', 'great']",[]
823,2121,12/02/2015,limited service terrible manager insecure,1,Mortgage,21,"['limited', 'service', 'terrible', 'manager', 'insecure']",[]
831,2141,12/02/2015,mum hope youre proud fee,1,Mortgage,43,"['mum', 'hope', 'youre', 'proud', 'fee']",[]
836,2156,13/02/2015,limited service slow transaction terrible manager insecure fee great,1,Mortgage,8,"['limited', 'service', 'slow', 'transaction', 'terrible', 'manager', 'insecure', 'fee', 'great']",[]
837,2157,13/02/2015,mum unhelpful staff bad financial advice additional charge limited service unhelpful staff terrible manager,1,Mortgage,8,"['mum', 'unhelpful', 'staff', 'bad', 'financial', 'advice', 'additional', 'charge', 'limited', 'service', 'unhelpful', 'staff', 'terrible', 'manager']",[]
857,2198,14/02/2015,limited service rising mum,1,Mortgage,41,"['limited', 'service', 'rising', 'mum']",[]
858,2199,14/02/2015,mum long wait time long wait time unhelpful staff long wait time happened slow transaction,1,Mortgage,8,"['mum', 'long', 'wait', 'time', 'long', 'wait', 'time', 'unhelpful', 'staff', 'long', 'wait', 'time', 'happened', 'slow', 'transaction']",[]
871,2233,14/02/2015,unhelpful staff happened high fee,1,Mortgage,39,"['unhelpful', 'staff', 'happened', 'high', 'fee']",[]
881,2259,15/02/2015,distressed insecure happened terrible manager limited service additional charge limited service mum,1,Mortgage,8,"['distressed', 'insecure', 'happened', 'terrible', 'manager', 'limited', 'service', 'additional', 'charge', 'limited', 'service', 'mum']",[]
912,2339,16/02/2015,unhelpful staff long wait time additional charge slow transaction additional charge rising long wait time,1,Mortgage,28,"['unhelpful', 'staff', 'long', 'wait', 'time', 'additional', 'charge', 'slow', 'transaction', 'additional', 'charge', 'rising', 'long', 'wait', 'time']",[]
919,2359,16/02/2015,happened mum distressed hope youre proud rising,1,Mortgage,60,"['happened', 'mum', 'distressed', 'hope', 'youre', 'proud', 'rising']",[]
920,2360,16/02/2015,terrible manager mum rude customer service slow transaction,1,Mortgage,32,"['terrible', 'manager', 'mum', 'rude', 'customer', 'service', 'slow', 'transaction']",[]
921,2361,16/02/2015,poor interest rate terrible manager limited service fee long wait time unhelpful staff mum,1,Mortgage,55,"['poor', 'interest', 'rate', 'terrible', 'manager', 'limited', 'service', 'fee', 'long', 'wait', 'time', 'unhelpful', 'staff', 'mum']",[]
922,2362,17/02/2015,insecure limited service additional charge poor interest rate terrible manager,1,Mortgage,68,"['insecure', 'limited', 'service', 'additional', 'charge', 'poor', 'interest', 'rate', 'terrible', 'manager']",[]
923,2363,17/02/2015,unhelpful staff slow transaction insecure terrible manager,1,Mortgage,14,"['unhelpful', 'staff', 'slow', 'transaction', 'insecure', 'terrible', 'manager']",[]
928,2379,17/02/2015,rising slow transaction slow transaction high fee hope youre proud distressed,1,Mortgage,11,"['rising', 'slow', 'transaction', 'slow', 'transaction', 'high', 'fee', 'hope', 'youre', 'proud', 'distressed']",[]
929,2380,17/02/2015,slow transaction rising long wait time,1,Mortgage,11,"['slow', 'transaction', 'rising', 'long', 'wait', 'time']",[]
930,2381,17/02/2015,unhelpful staff slow transaction happened additional charge long wait time insecure poor interest rate,1,Mortgage,60,"['unhelpful', 'staff', 'slow', 'transaction', 'happened', 'additional', 'charge', 'long', 'wait', 'time', 'insecure', 'poor', 'interest', 'rate']",[]
961,2463,19/02/2015,great insecure insecure slow transaction,1,Mortgage,9,"['great', 'insecure', 'insecure', 'slow', 'transaction']",[]
962,2464,19/02/2015,happened hope youre proud long wait time,1,Mortgage,63,"['happened', 'hope', 'youre', 'proud', 'long', 'wait', 'time']",[]
963,2465,19/02/2015,insecure unhelpful staff bad financial advice poor interest rate unhelpful staff slow transaction rising,1,Mortgage,63,"['insecure', 'unhelpful', 'staff', 'bad', 'financial', 'advice', 'poor', 'interest', 'rate', 'unhelpful', 'staff', 'slow', 'transaction', 'rising']",[]
975,2487,19/02/2015,rising terrible manager rude customer service limited service distressed,1,Mortgage,62,"['rising', 'terrible', 'manager', 'rude', 'customer', 'service', 'limited', 'service', 'distressed']",[]
976,2488,19/02/2015,rising bad financial advice hope youre proud limited service terrible manager bad financial advice great,1,Mortgage,66,"['rising', 'bad', 'financial', 'advice', 'hope', 'youre', 'proud', 'limited', 'service', 'terrible', 'manager', 'bad', 'financial', 'advice', 'great']",[]
1010,2575,21/02/2015,terrible manager unhelpful staff terrible manager,1,Mortgage,23,"['terrible', 'manager', 'unhelpful', 'staff', 'terrible', 'manager']",[]
1011,2576,22/02/2015,happened happened rude customer service bad financial advice distressed limited service high fee,1,Mortgage,55,"['happened', 'happened', 'rude', 'customer', 'service', 'bad', 'financial', 'advice', 'distressed', 'limited', 'service', 'high', 'fee']",[]
1034,2640,23/02/2015,poor interest rate bad financial advice mum bad financial advice,1,Mortgage,71,"['poor', 'interest', 'rate', 'bad', 'financial', 'advice', 'mum', 'bad', 'financial', 'advice']",[]
1040,2659,23/02/2015,mum unhelpful staff limited service limited service,1,Mortgage,66,"['mum', 'unhelpful', 'staff', 'limited', 'service', 'limited', 'service']",[]
1042,2672,23/02/2015,mum hope youre proud hope youre proud slow transaction rising,1,Mortgage,61,"['mum', 'hope', 'youre', 'proud', 'hope', 'youre', 'proud', 'slow', 'transaction', 'rising']",[]
1057,2710,24/02/2015,limited service terrible manager fee bad financial advice,1,Mortgage,9,"['limited', 'service', 'terrible', 'manager', 'fee', 'bad', 'financial', 'advice']",[]
1064,2737,24/02/2015,insecure hope youre proud distressed poor interest rate,1,Mortgage,36,"['insecure', 'hope', 'youre', 'proud', 'distressed', 'poor', 'interest', 'rate']",[]
1065,2738,24/02/2015,high fee rude customer service great long wait time additional charge,1,Mortgage,9,"['high', 'fee', 'rude', 'customer', 'service', 'great', 'long', 'wait', 'time', 'additional', 'charge']",[]
1071,2760,24/02/2015,high fee slow transaction great,1,Mortgage,66,"['high', 'fee', 'slow', 'transaction', 'great']",[]
1072,2761,24/02/2015,additional charge additional charge long wait time great long wait time high fee limited service,1,Mortgage,8,"['additional', 'charge', 'additional', 'charge', 'long', 'wait', 'time', 'great', 'long', 'wait', 'time', 'high', 'fee', 'limited', 'service']",[]
1073,2762,24/02/2015,rude customer service insecure terrible manager slow transaction bad financial advice high fee slow transaction,1,Mortgage,71,"['rude', 'customer', 'service', 'insecure', 'terrible', 'manager', 'slow', 'transaction', 'bad', 'financial', 'advice', 'high', 'fee', 'slow', 'transaction']",[]
1081,2791,25/02/2015,great poor interest rate distressed great,1,Mortgage,62,"['great', 'poor', 'interest', 'rate', 'distressed', 'great']",[]
1104,2840,26/02/2015,great poor interest rate mum long wait time distressed bad financial advice high fee bad financial advice,1,Mortgage,39,"['great', 'poor', 'interest', 'rate', 'mum', 'long', 'wait', 'time', 'distressed', 'bad', 'financial', 'advice', 'high', 'fee', 'bad', 'financial', 'advice']",[]
1113,2868,26/02/2015,poor interest rate great slow transaction rising,1,Mortgage,2,"['poor', 'interest', 'rate', 'great', 'slow', 'transaction', 'rising']",[]
1114,2869,26/02/2015,rising hope youre proud hope youre proud,1,Mortgage,41,"['rising', 'hope', 'youre', 'proud', 'hope', 'youre', 'proud']",[]
1115,2870,26/02/2015,poor interest rate great insecure high fee great great,1,Mortgage,35,"['poor', 'interest', 'rate', 'great', 'insecure', 'high', 'fee', 'great', 'great']",[]
1116,2871,26/02/2015,insecure additional charge high fee limited service slow transaction rising bad financial advice mum,1,Mortgage,11,"['insecure', 'additional', 'charge', 'high', 'fee', 'limited', 'service', 'slow', 'transaction', 'rising', 'bad', 'financial', 'advice', 'mum']",[]
1123,2890,27/02/2015,limited service high fee hope youre proud unhelpful staff mum rude customer service,1,Mortgage,55,"['limited', 'service', 'high', 'fee', 'hope', 'youre', 'proud', 'unhelpful', 'staff', 'mum', 'rude', 'customer', 'service']",[]
1124,2891,27/02/2015,slow transaction limited service rising rising,1,Mortgage,12,"['slow', 'transaction', 'limited', 'service', 'rising', 'rising']",[]
1125,2892,27/02/2015,high fee fee poor interest rate rude customer service,1,Mortgage,71,"['high', 'fee', 'fee', 'poor', 'interest', 'rate', 'rude', 'customer', 'service']",[]
1126,2893,27/02/2015,distressed long wait time rude customer service mum bad financial advice mum,1,Mortgage,63,"['distressed', 'long', 'wait', 'time', 'rude', 'customer', 'service', 'mum', 'bad', 'financial', 'advice', 'mum']",[]
1145,2947,28/02/2015,additional charge poor interest rate rude customer service,1,Mortgage,13,"['additional', 'charge', 'poor', 'interest', 'rate', 'rude', 'customer', 'service']",[]
1152,2965,28/02/2015,additional charge high fee fee high fee long wait time slow transaction,1,Mortgage,71,"['additional', 'charge', 'high', 'fee', 'fee', 'high', 'fee', 'long', 'wait', 'time', 'slow', 'transaction']",[]
1157,2988,01/03/2015,poor interest rate poor interest rate distressed,1,Mortgage,66,"['poor', 'interest', 'rate', 'poor', 'interest', 'rate', 'distressed']",[]
1158,2989,01/03/2015,limited service rising unhelpful staff mum additional charge unhelpful staff rude customer service,1,Mortgage,56,"['limited', 'service', 'rising', 'unhelpful', 'staff', 'mum', 'additional', 'charge', 'unhelpful', 'staff', 'rude', 'customer', 'service']",[]
1167,3012,01/03/2015,distressed fee rising rising,1,Mortgage,73,"['distressed', 'fee', 'rising', 'rising']",[]
1168,3013,01/03/2015,mum bad financial advice poor interest rate great high fee distressed,1,Mortgage,55,"['mum', 'bad', 'financial', 'advice', 'poor', 'interest', 'rate', 'great', 'high', 'fee', 'distressed']",[]
1173,3030,01/03/2015,unhelpful staff rude customer service distressed slow transaction fee,1,Mortgage,39,"['unhelpful', 'staff', 'rude', 'customer', 'service', 'distressed', 'slow', 'transaction', 'fee']",[]
1182,3048,01/03/2015,poor interest rate rude customer service slow transaction high fee,1,Mortgage,55,"['poor', 'interest', 'rate', 'rude', 'customer', 'service', 'slow', 'transaction', 'high', 'fee']",[]
1183,3049,02/03/2015,rude customer service limited service high fee high fee poor interest rate great bad financial advice insecure,1,Mortgage,8,"['rude', 'customer', 'service', 'limited', 'service', 'high', 'fee', 'high', 'fee', 'poor', 'interest', 'rate', 'great', 'bad', 'financial', 'advice', 'insecure']",[]
1189,3065,02/03/2015,mum great unhelpful staff poor interest rate fee rising unhelpful staff,1,Mortgage,55,"['mum', 'great', 'unhelpful', 'staff', 'poor', 'interest', 'rate', 'fee', 'rising', 'unhelpful', 'staff']",[]
1201,3103,02/03/2015,hope youre proud bad financial advice great high fee,1,Mortgage,11,"['hope', 'youre', 'proud', 'bad', 'financial', 'advice', 'great', 'high', 'fee']",[]
1212,3132,03/03/2015,mum bad financial advice poor interest rate rising long wait time high fee bad financial advice,1,Mortgage,27,"['mum', 'bad', 'financial', 'advice', 'poor', 'interest', 'rate', 'rising', 'long', 'wait', 'time', 'high', 'fee', 'bad', 'financial', 'advice']",[]
1221,3154,03/03/2015,distressed slow transaction rude customer service high fee,1,Mortgage,67,"['distressed', 'slow', 'transaction', 'rude', 'customer', 'service', 'high', 'fee']",[]
1222,3155,03/03/2015,bad financial advice slow transaction limited service unhelpful staff,1,Mortgage,29,"['bad', 'financial', 'advice', 'slow', 'transaction', 'limited', 'service', 'unhelpful', 'staff']",[]
1232,3183,04/03/2015,high fee great rising hope youre proud high fee limited service,1,Mortgage,9,"['high', 'fee', 'great', 'rising', 'hope', 'youre', 'proud', 'high', 'fee', 'limited', 'service']",[]
