,Reviews_ID,Date,Review,Rating,Product,District_id,Tokens,context_around_service
9144,1673,17/04/2016,competitive rate bad stressed first tho wide range service stressed first tho,5,Mortgage,36,"['competitive', 'rate', 'bad', 'stressed', 'first', 'tho', 'wide', 'range', 'service', 'stressed', 'first', 'tho']","[(['tho', 'wide', 'range'], ['stressed', 'first', 'tho'])]"
9156,1695,18/04/2016,bad froze interest rate fast transaction excellent financial advice,5,Mortgage,74,"['bad', 'froze', 'interest', 'rate', 'fast', 'transaction', 'excellent', 'financial', 'advice']",[]
9157,1696,18/04/2016,stressed first tho wide range service ease easy online banking helpful customer service easy online banking remortgaged helpful customer service,5,Mortgage,76,"['stressed', 'first', 'tho', 'wide', 'range', 'service', 'ease', 'easy', 'online', 'banking', 'helpful', 'customer', 'service', 'easy', 'online', 'banking', 'remortgaged', 'helpful', 'customer', 'service']","[(['tho', 'wide', 'range'], ['ease', 'easy', 'online']), (['banking', 'helpful', 'customer'], ['easy', 'online', 'banking']), (['remortgaged', 'helpful', 'customer'], [])]"
9172,1715,19/04/2016,reliable ease excellent financial advice,5,Mortgage,6,"['reliable', 'ease', 'excellent', 'financial', 'advice']",[]
9187,1736,20/04/2016,good reliable helpful customer service remortgaged excellent financial advice thank reliable,5,Mortgage,25,"['good', 'reliable', 'helpful', 'customer', 'service', 'remortgaged', 'excellent', 'financial', 'advice', 'thank', 'reliable']","[(['reliable', 'helpful', 'customer'], ['remortgaged', 'excellent', 'financial'])]"
9196,1754,20/04/2016,froze interest rate fast transaction remortgaged easy online banking good competitive rate excellent financial advice reliable,5,Mortgage,54,"['froze', 'interest', 'rate', 'fast', 'transaction', 'remortgaged', 'easy', 'online', 'banking', 'good', 'competitive', 'rate', 'excellent', 'financial', 'advice', 'reliable']",[]
9209,1775,21/04/2016,excellent financial advice easy online banking competitive rate good easy online banking,5,Mortgage,61,"['excellent', 'financial', 'advice', 'easy', 'online', 'banking', 'competitive', 'rate', 'good', 'easy', 'online', 'banking']",[]
9221,1795,22/04/2016,excellent financial advice fast transaction remortgaged wide range service wide range service froze interest rate,5,Mortgage,29,"['excellent', 'financial', 'advice', 'fast', 'transaction', 'remortgaged', 'wide', 'range', 'service', 'wide', 'range', 'service', 'froze', 'interest', 'rate']","[(['remortgaged', 'wide', 'range'], ['wide', 'range', 'service']), (['service', 'wide', 'range'], ['froze', 'interest', 'rate'])]"
9229,1812,22/04/2016,helpful customer service easy online banking wide range service thank reliable,5,Mortgage,16,"['helpful', 'customer', 'service', 'easy', 'online', 'banking', 'wide', 'range', 'service', 'thank', 'reliable']","[(['helpful', 'customer'], ['easy', 'online', 'banking']), (['banking', 'wide', 'range'], ['thank', 'reliable'])]"
9230,1813,22/04/2016,wide range service friendly staff ease waved fee friendly staff friendly staff reliable,5,Mortgage,16,"['wide', 'range', 'service', 'friendly', 'staff', 'ease', 'waved', 'fee', 'friendly', 'staff', 'friendly', 'staff', 'reliable']","[(['wide', 'range'], ['friendly', 'staff', 'ease'])]"
9252,1856,24/04/2016,excellent financial advice friendly staff good wide range service,5,Mortgage,76,"['excellent', 'financial', 'advice', 'friendly', 'staff', 'good', 'wide', 'range', 'service']","[(['good', 'wide', 'range'], [])]"
9283,1905,25/04/2016,easy online banking froze interest rate froze interest rate friendly staff,5,Mortgage,36,"['easy', 'online', 'banking', 'froze', 'interest', 'rate', 'froze', 'interest', 'rate', 'friendly', 'staff']",[]
9284,1906,25/04/2016,competitive rate fast transaction wide range service froze interest rate waved fee waved fee,5,Mortgage,19,"['competitive', 'rate', 'fast', 'transaction', 'wide', 'range', 'service', 'froze', 'interest', 'rate', 'waved', 'fee', 'waved', 'fee']","[(['transaction', 'wide', 'range'], ['froze', 'interest', 'rate'])]"
9285,1907,25/04/2016,excellent financial advice ease excellent financial advice easy online banking,5,Mortgage,16,"['excellent', 'financial', 'advice', 'ease', 'excellent', 'financial', 'advice', 'easy', 'online', 'banking']",[]
9338,1998,28/04/2016,wide range service froze interest rate froze interest rate helpful customer service good froze interest rate,5,Mortgage,16,"['wide', 'range', 'service', 'froze', 'interest', 'rate', 'froze', 'interest', 'rate', 'helpful', 'customer', 'service', 'good', 'froze', 'interest', 'rate']","[(['wide', 'range'], ['froze', 'interest', 'rate']), (['rate', 'helpful', 'customer'], ['good', 'froze', 'interest'])]"
9352,2017,29/04/2016,worried got really helpful advise remorgaging bad bad worried got really helpful advise remorgaging,5,Mortgage,36,"['worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'bad', 'bad', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging']",[]
9372,2041,30/04/2016,waved fee friendly staff bad remortgaged waved fee thank ease,5,Mortgage,76,"['waved', 'fee', 'friendly', 'staff', 'bad', 'remortgaged', 'waved', 'fee', 'thank', 'ease']",[]
9386,2064,30/04/2016,ease ease helpful customer service remortgaged remortgaged wide range service fast transaction competitive rate,5,Mortgage,29,"['ease', 'ease', 'helpful', 'customer', 'service', 'remortgaged', 'remortgaged', 'wide', 'range', 'service', 'fast', 'transaction', 'competitive', 'rate']","[(['ease', 'helpful', 'customer'], ['remortgaged', 'remortgaged', 'wide']), (['remortgaged', 'wide', 'range'], ['fast', 'transaction', 'competitive'])]"
9387,2065,30/04/2016,wide range service remortgaged good good thank,5,Mortgage,3,"['wide', 'range', 'service', 'remortgaged', 'good', 'good', 'thank']","[(['wide', 'range'], ['remortgaged', 'good', 'good'])]"
9402,2098,01/05/2016,wide range service friendly staff remortgaged froze interest rate easy online banking competitive rate helpful customer service waved fee,5,Mortgage,36,"['wide', 'range', 'service', 'friendly', 'staff', 'remortgaged', 'froze', 'interest', 'rate', 'easy', 'online', 'banking', 'competitive', 'rate', 'helpful', 'customer', 'service', 'waved', 'fee']","[(['wide', 'range'], ['friendly', 'staff', 'remortgaged']), (['rate', 'helpful', 'customer'], ['waved', 'fee'])]"
9403,2099,01/05/2016,ease easy online banking bad ease,5,Mortgage,27,"['ease', 'easy', 'online', 'banking', 'bad', 'ease']",[]
9434,2153,02/05/2016,thank excellent financial advice remortgaged competitive rate stressed first tho,5,Mortgage,6,"['thank', 'excellent', 'financial', 'advice', 'remortgaged', 'competitive', 'rate', 'stressed', 'first', 'tho']",[]
9435,2154,02/05/2016,competitive rate worried got really helpful advise remorgaging stressed first tho worried got really helpful advise remorgaging helpful customer service fast transaction fast transaction,5,Mortgage,76,"['competitive', 'rate', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'stressed', 'first', 'tho', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'helpful', 'customer', 'service', 'fast', 'transaction', 'fast', 'transaction']","[(['remorgaging', 'helpful', 'customer'], ['fast', 'transaction', 'fast'])]"
9436,2155,02/05/2016,excellent financial advice wide range service bad fast transaction,5,Mortgage,7,"['excellent', 'financial', 'advice', 'wide', 'range', 'service', 'bad', 'fast', 'transaction']","[(['advice', 'wide', 'range'], ['bad', 'fast', 'transaction'])]"
9452,2178,03/05/2016,excellent financial advice excellent financial advice wide range service remortgaged wide range service,5,Mortgage,15,"['excellent', 'financial', 'advice', 'excellent', 'financial', 'advice', 'wide', 'range', 'service', 'remortgaged', 'wide', 'range', 'service']","[(['advice', 'wide', 'range'], ['remortgaged', 'wide', 'range']), (['remortgaged', 'wide', 'range'], [])]"
9504,2279,06/05/2016,wide range service remortgaged reliable competitive rate worried got really helpful advise remorgaging wide range service easy online banking,5,Mortgage,12,"['wide', 'range', 'service', 'remortgaged', 'reliable', 'competitive', 'rate', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'wide', 'range', 'service', 'easy', 'online', 'banking']","[(['wide', 'range'], ['remortgaged', 'reliable', 'competitive']), (['remorgaging', 'wide', 'range'], ['easy', 'online', 'banking'])]"
9530,2316,07/05/2016,stressed first tho good excellent financial advice easy online banking,5,Mortgage,48,"['stressed', 'first', 'tho', 'good', 'excellent', 'financial', 'advice', 'easy', 'online', 'banking']",[]
9531,2317,07/05/2016,remortgaged wide range service bad helpful customer service competitive rate fast transaction remortgaged,5,Mortgage,8,"['remortgaged', 'wide', 'range', 'service', 'bad', 'helpful', 'customer', 'service', 'competitive', 'rate', 'fast', 'transaction', 'remortgaged']","[(['remortgaged', 'wide', 'range'], ['bad', 'helpful', 'customer']), (['bad', 'helpful', 'customer'], ['competitive', 'rate', 'fast'])]"
9567,2378,08/05/2016,friendly staff fast transaction fast transaction bad worried got really helpful advise remorgaging reliable bad,5,Mortgage,50,"['friendly', 'staff', 'fast', 'transaction', 'fast', 'transaction', 'bad', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'reliable', 'bad']",[]
9581,2408,09/05/2016,helpful customer service stressed first tho fast transaction excellent financial advice stressed first tho competitive rate wide range service,5,Mortgage,15,"['helpful', 'customer', 'service', 'stressed', 'first', 'tho', 'fast', 'transaction', 'excellent', 'financial', 'advice', 'stressed', 'first', 'tho', 'competitive', 'rate', 'wide', 'range', 'service']","[(['helpful', 'customer'], ['stressed', 'first', 'tho']), (['rate', 'wide', 'range'], [])]"
9595,2431,10/05/2016,waved fee excellent financial advice good thank remortgaged worried got really helpful advise remorgaging froze interest rate,5,Mortgage,17,"['waved', 'fee', 'excellent', 'financial', 'advice', 'good', 'thank', 'remortgaged', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'froze', 'interest', 'rate']",[]
9628,2486,11/05/2016,remortgaged thank competitive rate reliable excellent financial advice,5,Mortgage,56,"['remortgaged', 'thank', 'competitive', 'rate', 'reliable', 'excellent', 'financial', 'advice']",[]
9637,2503,12/05/2016,helpful customer service competitive rate excellent financial advice wide range service fast transaction helpful customer service,5,Mortgage,36,"['helpful', 'customer', 'service', 'competitive', 'rate', 'excellent', 'financial', 'advice', 'wide', 'range', 'service', 'fast', 'transaction', 'helpful', 'customer', 'service']","[(['helpful', 'customer'], ['competitive', 'rate', 'excellent']), (['advice', 'wide', 'range'], ['fast', 'transaction', 'helpful']), (['transaction', 'helpful', 'customer'], [])]"
9638,2504,12/05/2016,helpful customer service thank thank excellent financial advice stressed first tho,5,Mortgage,51,"['helpful', 'customer', 'service', 'thank', 'thank', 'excellent', 'financial', 'advice', 'stressed', 'first', 'tho']","[(['helpful', 'customer'], ['thank', 'thank', 'excellent'])]"
9639,2505,12/05/2016,waved fee bad excellent financial advice easy online banking helpful customer service,5,Mortgage,6,"['waved', 'fee', 'bad', 'excellent', 'financial', 'advice', 'easy', 'online', 'banking', 'helpful', 'customer', 'service']","[(['banking', 'helpful', 'customer'], [])]"
9640,2506,12/05/2016,worried got really helpful advise remorgaging friendly staff friendly staff easy online banking friendly staff competitive rate remortgaged,5,Mortgage,59,"['worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'friendly', 'staff', 'friendly', 'staff', 'easy', 'online', 'banking', 'friendly', 'staff', 'competitive', 'rate', 'remortgaged']",[]
9656,2537,13/05/2016,thank waved fee bad friendly staff,5,Mortgage,65,"['thank', 'waved', 'fee', 'bad', 'friendly', 'staff']",[]
9679,2573,14/05/2016,froze interest rate ease wide range service helpful customer service,5,Mortgage,3,"['froze', 'interest', 'rate', 'ease', 'wide', 'range', 'service', 'helpful', 'customer', 'service']","[(['ease', 'wide', 'range'], ['helpful', 'customer', 'service']), (['service', 'helpful', 'customer'], [])]"
9680,2574,14/05/2016,fast transaction thank reliable fast transaction ease competitive rate easy online banking,5,Mortgage,16,"['fast', 'transaction', 'thank', 'reliable', 'fast', 'transaction', 'ease', 'competitive', 'rate', 'easy', 'online', 'banking']",[]
9703,2616,15/05/2016,stressed first tho thank thank,5,Mortgage,58,"['stressed', 'first', 'tho', 'thank', 'thank']",[]
9734,2658,16/05/2016,easy online banking wide range service ease good froze interest rate easy online banking waved fee,5,Mortgage,3,"['easy', 'online', 'banking', 'wide', 'range', 'service', 'ease', 'good', 'froze', 'interest', 'rate', 'easy', 'online', 'banking', 'waved', 'fee']","[(['banking', 'wide', 'range'], ['ease', 'good', 'froze'])]"
9745,2671,17/05/2016,easy online banking friendly staff reliable competitive rate wide range service,5,Mortgage,30,"['easy', 'online', 'banking', 'friendly', 'staff', 'reliable', 'competitive', 'rate', 'wide', 'range', 'service']","[(['rate', 'wide', 'range'], [])]"
9768,2709,18/05/2016,stressed first tho bad easy online banking helpful customer service,5,Mortgage,17,"['stressed', 'first', 'tho', 'bad', 'easy', 'online', 'banking', 'helpful', 'customer', 'service']","[(['banking', 'helpful', 'customer'], [])]"
9787,2735,20/05/2016,competitive rate good reliable easy online banking,5,Mortgage,76,"['competitive', 'rate', 'good', 'reliable', 'easy', 'online', 'banking']",[]
9788,2736,20/05/2016,bad excellent financial advice thank remortgaged waved fee helpful customer service remortgaged,5,Mortgage,76,"['bad', 'excellent', 'financial', 'advice', 'thank', 'remortgaged', 'waved', 'fee', 'helpful', 'customer', 'service', 'remortgaged']","[(['fee', 'helpful', 'customer'], ['remortgaged'])]"
9804,2759,20/05/2016,fast transaction ease reliable bad worried got really helpful advise remorgaging fast transaction,5,Mortgage,16,"['fast', 'transaction', 'ease', 'reliable', 'bad', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'fast', 'transaction']",[]
9836,2817,22/05/2016,fast transaction easy online banking easy online banking,5,Mortgage,63,"['fast', 'transaction', 'easy', 'online', 'banking', 'easy', 'online', 'banking']",[]
9851,2839,23/05/2016,stressed first tho ease waved fee helpful customer service,5,Mortgage,29,"['stressed', 'first', 'tho', 'ease', 'waved', 'fee', 'helpful', 'customer', 'service']","[(['fee', 'helpful', 'customer'], [])]"
9870,2867,24/05/2016,good thank bad competitive rate waved fee waved fee friendly staff,5,Mortgage,76,"['good', 'thank', 'bad', 'competitive', 'rate', 'waved', 'fee', 'waved', 'fee', 'friendly', 'staff']",[]
9882,2889,24/05/2016,excellent financial advice waved fee ease easy online banking,5,Mortgage,37,"['excellent', 'financial', 'advice', 'waved', 'fee', 'ease', 'easy', 'online', 'banking']",[]
9903,2928,26/05/2016,thank bad reliable,5,Mortgage,53,"['thank', 'bad', 'reliable']",[]
9904,2929,26/05/2016,excellent financial advice friendly staff worried got really helpful advise remorgaging remortgaged competitive rate remortgaged good,5,Mortgage,6,"['excellent', 'financial', 'advice', 'friendly', 'staff', 'worried', 'got', 'really', 'helpful', 'advise', 'remorgaging', 'remortgaged', 'competitive', 'rate', 'remortgaged', 'good']",[]
