Reviews_ID,Date,Review,Rating,Product,District_id
69,02/01/2015,Limited Services long wait times not great unhelpful staff i hope youre proud of yourselves!! distressed by this.,1,Mortgage,71
70,02/01/2015,High Fees insecure my mum what happened fees my mum slow transactions.,1,Mortgage,63
81,02/01/2015,Rude Customer Service frustrating the worst rude customer service limited services additional charges error.,1,Online Services,29
82,02/01/2015,Error Kept Cropping Up the worst error kept cropping up complicated to figure out frustrating what happened to this bank?? the worst.,1,Online Services,9
83,02/01/2015,Long Wait Times error kept cropping up error.,1,Online Services,27
84,02/01/2015,What Happened To This Bank?? frustrating rude customer service not great poor interest rates not great frustrating what happened to this bank??.,1,Online Services,27
85,02/01/2015,"Complicated To Figure Out lost my details, staff were so unhelpful additional charges additional charges.",1,Online Services,61
86,02/01/2015,"Complicated To Figure Out additional charges lost my details, staff were so unhelpful WHY!?.",1,Online Services,31
87,02/01/2015,"Complicated To Figure Out lost my details, staff were so unhelpful error kept cropping up.",1,Online Services,47
88,03/01/2015,Why!? long wait times additional charges.,1,Online Services,17
89,03/01/2015,"Frustrating lost my details, staff were so unhelpful additional charges the worst.",1,Online Services,40
90,03/01/2015,Long Wait Times the worst error kept cropping up soo frustrating!strange additional charges.,1,Online Services,76
93,03/01/2015,I Hope Youre Proud Of Yourselves!! additional charges not great bad financial advice additional charges rising.,1,Mortgage,39
111,03/01/2015,Bad Advice the worst slow transactions bad advice.,1,Online Services,11
112,03/01/2015,Not Great frustrating complicated to figure out long wait times.,1,Online Services,35
113,03/01/2015,What Happened To This Bank?? complicated online banking the worst not great poor interest rates complicated to figure out.,1,Online Services,20
114,03/01/2015,Bad Advice long wait times not great error.,1,Online Services,35
115,03/01/2015,Bad Advice WHY!? complicated to figure out poor interest rates complicated to figure out WHY!?.,1,Online Services,49
116,03/01/2015,Complicated Online Banking long wait times the worst bad advice WHY!? additional charges frustrating soo frustrating!strange.,1,Online Services,51
117,03/01/2015,The Worst additional charges error kept cropping up limited services what happened to this bank?? what happened to this bank??.,1,Online Services,9
118,04/01/2015,Error Kept Cropping Up poor interest rates WHY!?.,1,Online Services,69
119,04/01/2015,"Error what happened to this bank?? complicated to figure out soo frustrating!strange error lost my details, staff were so unhelpful.",1,Online Services,4
120,04/01/2015,Additional Charges frustrating bad advice not great what happened to this bank?? what happened to this bank?? WHY!? rude customer service.,1,Online Services,45
131,04/01/2015,"Complicated Online Banking rude customer service the worst lost my details, staff were so unhelpful not great.",1,Online Services,69
132,04/01/2015,Complicated Online Banking what happened to this bank?? limited services poor interest rates error.,1,Online Services,25
133,04/01/2015,Limited Services long wait times bad advice complicated to figure out poor interest rates additional charges.,1,Online Services,74
134,04/01/2015,"Frustrating complicated to figure out frustrating lost my details, staff were so unhelpful error rude customer service.",1,Online Services,72
135,04/01/2015,Not Great limited services the worst soo frustrating!strange frustrating.,1,Online Services,60
136,04/01/2015,Poor Interest Rates not great not great slow transactions what happened to this bank??.,1,Online Services,75
149,04/01/2015,Rude Customer Service soo frustrating!strange rude customer service poor interest rates slow transactions.,1,Online Services,1
150,04/01/2015,"Why!? limited services error poor interest rates error kept cropping up bad advice lost my details, staff were so unhelpful.",1,Online Services,52
151,04/01/2015,What Happened To This Bank?? complicated online banking error.,1,Online Services,61
161,04/01/2015,Error Kept Cropping Up bad advice error kept cropping up complicated to figure out limited services.,1,Online Services,74
162,04/01/2015,Error Kept Cropping Up not great additional charges.,1,Online Services,65
163,05/01/2015,Rude Customer Service frustrating error slow transactions.,1,Online Services,39
164,05/01/2015,"The Worst the worst bad advice complicated to figure out poor interest rates lost my details, staff were so unhelpful.",1,Online Services,9
165,05/01/2015,"Complicated To Figure Out additional charges error rude customer service to frustrate me additional charges lost my details, staff were so unhelpful.",1,Online Services,38
166,05/01/2015,Error limited services poor interest rates the worst limited services bad advice.,1,Online Services,51
167,05/01/2015,To Frustrate Me additional charges additional charges to frustrate me.,1,Online Services,38
168,05/01/2015,To Frustrate Me slow transactions rude customer service soo frustrating!strange frustrating rude customer service.,1,Online Services,65
169,05/01/2015,Frustrating rude customer service rude customer service error complicated online banking rude customer service error kept cropping up.,1,Online Services,1
170,05/01/2015,Rude Customer Service soo frustrating!strange what happened to this bank?? error WHY!? slow transactions frustrating.,1,Online Services,22
171,05/01/2015,Bad Advice rude customer service bad advice to frustrate me frustrating the worst rude customer service slow transactions.,1,Online Services,51
172,05/01/2015,"The Worst error lost my details, staff were so unhelpful error.",1,Online Services,5
173,05/01/2015,Limited Services the worst slow transactions additional charges WHY!? complicated to figure out.,1,Online Services,28
174,05/01/2015,The Worst not great frustrating what happened to this bank?? frustrating complicated online banking.,1,Online Services,16
177,05/01/2015,Not Great additional charges rising terrible manager unhelpful staff insecure.,1,Mortgage,39
197,05/01/2015,Not Great limited services frustrating rude customer service complicated to figure out.,1,Online Services,51
198,05/01/2015,Soo Frustrating!Strange error kept cropping up additional charges additional charges.,1,Online Services,53
199,05/01/2015,Long Wait Times additional charges poor interest rates bad advice error the worst.,1,Online Services,16
200,05/01/2015,"Slow Transactions frustrating additional charges error kept cropping up lost my details, staff were so unhelpful.",1,Online Services,31
201,05/01/2015,"Soo Frustrating!Strange not great long wait times additional charges lost my details, staff were so unhelpful lost my details, staff were so unhelpful soo frustrating!strange.",1,Online Services,17
202,05/01/2015,"Why!? bad advice complicated to figure out lost my details, staff were so unhelpful error.",1,Online Services,59
203,05/01/2015,Not Great WHY!? limited services not great what happened to this bank??.,1,Online Services,51
216,05/01/2015,Soo Frustrating!Strange error kept cropping up error kept cropping up long wait times slow transactions additional charges rude customer service.,1,Online Services,36
217,05/01/2015,"Limited Services what happened to this bank?? what happened to this bank?? lost my details, staff were so unhelpful complicated online banking what happened to this bank??.",1,Online Services,64
218,05/01/2015,"Long Wait Times to frustrate me not great error lost my details, staff were so unhelpful what happened to this bank??.",1,Online Services,61
219,06/01/2015,Why!? soo frustrating!strange poor interest rates slow transactions slow transactions what happened to this bank??.,1,Online Services,15
220,06/01/2015,Why!? long wait times error kept cropping up error kept cropping up bad advice.,1,Online Services,64
221,06/01/2015,The Worst error kept cropping up additional charges limited services soo frustrating!strange poor interest rates slow transactions.,1,Online Services,24
222,06/01/2015,To Frustrate Me frustrating additional charges frustrating additional charges.,1,Online Services,43
223,06/01/2015,Complicated Online Banking poor interest rates what happened to this bank?? to frustrate me what happened to this bank??.,1,Online Services,52
224,06/01/2015,Complicated Online Banking limited services frustrating soo frustrating!strange what happened to this bank?? additional charges.,1,Online Services,71
225,06/01/2015,"Why!? additional charges long wait times frustrating complicated to figure out slow transactions to frustrate me lost my details, staff were so unhelpful.",1,Online Services,50
226,06/01/2015,Insecure high fees bad financial advice rising poor interest rates slow transactions.,1,Mortgage,8
237,06/01/2015,Bad Advice not great to frustrate me WHY!? complicated to figure out not great.,1,Online Services,52
238,06/01/2015,Soo Frustrating!Strange slow transactions soo frustrating!strange error kept cropping up complicated online banking.,1,Online Services,61
239,06/01/2015,Limited Services error kept cropping up not great error soo frustrating!strange.,1,Online Services,73
240,06/01/2015,Rude Customer Service frustrating to frustrate me bad advice complicated online banking error additional charges the worst.,1,Online Services,75
241,07/01/2015,Limited Services error kept cropping up WHY!? what happened to this bank??.,1,Online Services,77
242,07/01/2015,Soo Frustrating!Strange limited services error limited services.,1,Online Services,32
256,07/01/2015,"Poor Interest Rates frustrating rude customer service lost my details, staff were so unhelpful.",1,Online Services,39
257,07/01/2015,Error Kept Cropping Up what happened to this bank?? error error error kept cropping up limited services.,1,Online Services,68
258,07/01/2015,"Rude Customer Service poor interest rates to frustrate me lost my details, staff were so unhelpful error kept cropping up.",1,Online Services,36
259,07/01/2015,Bad Advice long wait times poor interest rates long wait times rude customer service slow transactions.,1,Online Services,39
260,07/01/2015,Frustrating complicated online banking rude customer service WHY!? bad advice rude customer service poor interest rates error kept cropping up.,1,Online Services,17
261,07/01/2015,Not Great complicated to figure out error rude customer service complicated to figure out to frustrate me slow transactions slow transactions.,1,Online Services,12
262,07/01/2015,Complicated Online Banking the worst limited services bad advice to frustrate me slow transactions.,1,Online Services,49
264,07/01/2015,Poor Interest Rates high fees not great high fees.,1,Mortgage,25
265,07/01/2015,Additional Charges slow transactions long wait times fees.,1,Mortgage,42
275,07/01/2015,Error slow transactions not great error kept cropping up rude customer service to frustrate me long wait times.,1,Online Services,7
276,07/01/2015,Complicated To Figure Out soo frustrating!strange frustrating what happened to this bank?? bad advice complicated online banking soo frustrating!strange.,1,Online Services,5
277,07/01/2015,Error Kept Cropping Up rude customer service poor interest rates slow transactions.,1,Online Services,62
278,07/01/2015,"Why!? lost my details, staff were so unhelpful long wait times long wait times.",1,Online Services,77
279,07/01/2015,"Lost My Details, Staff Were So Unhelpful additional charges complicated to figure out error slow transactions long wait times long wait times long wait times.",1,Online Services,65
280,07/01/2015,"Poor Interest Rates lost my details, staff were so unhelpful rude customer service frustrating lost my details, staff were so unhelpful lost my details, staff were so unhelpful.",1,Online Services,11
281,07/01/2015,Frustrating WHY!? WHY!? error kept cropping up what happened to this bank??.,1,Online Services,46
282,07/01/2015,Error not great soo frustrating!strange long wait times poor interest rates additional charges the worst.,1,Online Services,39
283,07/01/2015,To Frustrate Me additional charges error limited services.,1,Online Services,39
297,07/01/2015,Additional Charges to frustrate me complicated to figure out limited services error soo frustrating!strange not great bad advice.,1,Online Services,1
298,07/01/2015,"Error soo frustrating!strange lost my details, staff were so unhelpful limited services.",1,Online Services,43
299,08/01/2015,"Error Kept Cropping Up not great lost my details, staff were so unhelpful to frustrate me what happened to this bank?? complicated online banking.",1,Online Services,62
300,08/01/2015,Not Great rude customer service WHY!? not great error rude customer service to frustrate me.,1,Online Services,46
301,08/01/2015,"Rude Customer Service poor interest rates lost my details, staff were so unhelpful to frustrate me frustrating error.",1,Online Services,6
302,08/01/2015,Limited Services soo frustrating!strange error kept cropping up WHY!?.,1,Online Services,20
303,08/01/2015,Soo Frustrating!Strange bad advice poor interest rates what happened to this bank?? what happened to this bank?? WHY!? the worst.,1,Online Services,2
314,08/01/2015,Rude Customer Service not great frustrating error kept cropping up slow transactions bad advice additional charges.,1,Online Services,22
315,08/01/2015,To Frustrate Me rude customer service not great soo frustrating!strange.,1,Online Services,27
316,08/01/2015,Error Kept Cropping Up limited services to frustrate me frustrating.,1,Online Services,53
317,08/01/2015,Long Wait Times what happened to this bank?? poor interest rates additional charges slow transactions not great.,1,Online Services,63
318,08/01/2015,What Happened To This Bank?? limited services to frustrate me soo frustrating!strange.,1,Online Services,46
319,08/01/2015,"Long Wait Times poor interest rates lost my details, staff were so unhelpful what happened to this bank?? bad advice slow transactions.",1,Online Services,60
320,08/01/2015,Complicated Online Banking soo frustrating!strange limited services rude customer service frustrating to frustrate me complicated to figure out.,1,Online Services,18
321,08/01/2015,Additional Charges poor interest rates rude customer service.,1,Online Services,51
322,08/01/2015,Complicated To Figure Out slow transactions what happened to this bank?? bad advice what happened to this bank?? complicated online banking additional charges.,1,Online Services,77
323,08/01/2015,Slow Transactions WHY!? error error kept cropping up additional charges frustrating error the worst.,1,Online Services,26
334,08/01/2015,Complicated To Figure Out error WHY!? not great frustrating.,1,Online Services,47
335,08/01/2015,To Frustrate Me WHY!? WHY!? error kept cropping up long wait times.,1,Online Services,21
336,08/01/2015,The Worst limited services bad advice additional charges rude customer service limited services.,1,Online Services,64
337,08/01/2015,Frustrating what happened to this bank?? error kept cropping up.,1,Online Services,1
338,09/01/2015,Rude Customer Service poor interest rates complicated online banking soo frustrating!strange slow transactions to frustrate me.,1,Online Services,58
339,09/01/2015,What Happened To This Bank?? complicated to figure out long wait times additional charges complicated online banking long wait times.,1,Online Services,46
340,09/01/2015,Soo Frustrating!Strange to frustrate me complicated online banking to frustrate me what happened to this bank?? not great poor interest rates the worst.,1,Online Services,76
341,09/01/2015,Not Great complicated to figure out soo frustrating!strange slow transactions the worst.,1,Online Services,9
356,09/01/2015,"Lost My Details, Staff Were So Unhelpful error soo frustrating!strange not great error kept cropping up.",1,Online Services,60
357,09/01/2015,"Lost My Details, Staff Were So Unhelpful long wait times long wait times WHY!? to frustrate me to frustrate me.",1,Online Services,26
358,09/01/2015,"Frustrating slow transactions limited services long wait times lost my details, staff were so unhelpful complicated online banking bad advice.",1,Online Services,4
359,09/01/2015,Not Great complicated to figure out error additional charges limited services what happened to this bank??.,1,Online Services,10
372,09/01/2015,Complicated Online Banking rude customer service what happened to this bank?? rude customer service.,1,Online Services,47
373,09/01/2015,Additional Charges bad advice error not great rude customer service.,1,Online Services,58
374,09/01/2015,"Bad Advice lost my details, staff were so unhelpful rude customer service to frustrate me error kept cropping up.",1,Online Services,30
375,09/01/2015,Poor Interest Rates to frustrate me limited services additional charges long wait times.,1,Online Services,68
376,09/01/2015,Limited Services rude customer service complicated to figure out long wait times the worst WHY!?.,1,Online Services,65
377,09/01/2015,Poor Interest Rates error additional charges slow transactions.,1,Online Services,37
378,09/01/2015,Error slow transactions long wait times what happened to this bank?? complicated online banking limited services what happened to this bank??.,1,Online Services,50
379,09/01/2015,Rude Customer Service long wait times to frustrate me error.,1,Online Services,31
380,09/01/2015,High Fees i hope youre proud of yourselves!! rising.,1,Mortgage,9
389,09/01/2015,Error what happened to this bank?? WHY!? slow transactions rude customer service frustrating complicated online banking.,1,Online Services,66
390,09/01/2015,To Frustrate Me rude customer service long wait times additional charges.,1,Online Services,41
391,09/01/2015,Additional Charges the worst the worst limited services not great complicated online banking poor interest rates slow transactions.,1,Online Services,26
392,09/01/2015,Complicated To Figure Out frustrating to frustrate me complicated to figure out rude customer service additional charges.,1,Online Services,25
393,09/01/2015,Additional Charges rude customer service not great error kept cropping up.,1,Online Services,43
394,09/01/2015,To Frustrate Me complicated online banking additional charges slow transactions.,1,Online Services,16
400,09/01/2015,"Additional Charges complicated to figure out error lost my details, staff were so unhelpful.",1,Online Services,71
401,09/01/2015,Slow Transactions the worst limited services to frustrate me.,1,Online Services,75
402,10/01/2015,"Lost My Details, Staff Were So Unhelpful complicated to figure out bad advice rude customer service WHY!?.",1,Online Services,16
403,10/01/2015,Complicated Online Banking complicated online banking poor interest rates WHY!?.,1,Online Services,9
404,10/01/2015,"Error Kept Cropping Up lost my details, staff were so unhelpful lost my details, staff were so unhelpful complicated to figure out.",1,Online Services,11
414,10/01/2015,Complicated To Figure Out complicated online banking complicated online banking rude customer service long wait times the worst limited services.,1,Online Services,68
415,10/01/2015,Slow Transactions what happened to this bank?? rude customer service poor interest rates long wait times.,1,Online Services,77
416,10/01/2015,The Worst error additional charges WHY!? additional charges not great.,1,Online Services,70
417,10/01/2015,"Lost My Details, Staff Were So Unhelpful the worst slow transactions soo frustrating!strange the worst long wait times slow transactions error kept cropping up.",1,Online Services,71
418,10/01/2015,Complicated To Figure Out limited services limited services.,1,Online Services,48
420,10/01/2015,Slow Transactions slow transactions additional charges what happened.,1,Mortgage,55
431,10/01/2015,Slow Transactions to frustrate me WHY!? bad advice limited services frustrating additional charges.,1,Online Services,9
432,10/01/2015,Error rude customer service frustrating bad advice.,1,Online Services,51
433,10/01/2015,Limited Services error poor interest rates not great the worst not great soo frustrating!strange.,1,Online Services,71
434,10/01/2015,Slow Transactions complicated to figure out rude customer service complicated online banking.,1,Online Services,76
435,10/01/2015,Limited Services what happened to this bank?? soo frustrating!strange complicated to figure out the worst.,1,Online Services,32
436,10/01/2015,Not Great to frustrate me complicated to figure out error kept cropping up.,1,Online Services,43
437,10/01/2015,"To Frustrate Me complicated to figure out to frustrate me to frustrate me poor interest rates lost my details, staff were so unhelpful.",1,Online Services,17
438,10/01/2015,"Additional Charges lost my details, staff were so unhelpful lost my details, staff were so unhelpful soo frustrating!strange limited services.",1,Online Services,34
440,10/01/2015,Insecure additional charges bad financial advice slow transactions poor interest rates.,1,Mortgage,11
450,10/01/2015,Frustrating to frustrate me error kept cropping up to frustrate me error.,1,Online Services,44
451,10/01/2015,"What Happened To This Bank?? lost my details, staff were so unhelpful long wait times error error kept cropping up soo frustrating!strange frustrating.",1,Online Services,63
452,10/01/2015,Poor Interest Rates limited services long wait times rude customer service complicated online banking poor interest rates.,1,Online Services,13
453,10/01/2015,"Limited Services bad advice not great frustrating complicated online banking lost my details, staff were so unhelpful frustrating the worst.",1,Online Services,37
454,11/01/2015,Bad Advice error kept cropping up poor interest rates the worst not great not great.,1,Online Services,72
455,11/01/2015,Slow Transactions rude customer service the worst error complicated to figure out to frustrate me additional charges not great.,1,Online Services,30
471,11/01/2015,Limited Services to frustrate me bad advice what happened to this bank?? frustrating rude customer service.,1,Online Services,18
472,11/01/2015,Long Wait Times rude customer service frustrating error.,1,Online Services,9
473,11/01/2015,Rude Customer Service additional charges WHY!? soo frustrating!strange.,1,Online Services,60
474,11/01/2015,The Worst frustrating complicated to figure out complicated to figure out frustrating WHY!?.,1,Online Services,68
475,11/01/2015,Complicated To Figure Out limited services error additional charges.,1,Online Services,59
476,11/01/2015,Why!? additional charges long wait times additional charges frustrating additional charges what happened to this bank??.,1,Online Services,73
477,11/01/2015,Complicated Online Banking limited services to frustrate me frustrating frustrating complicated online banking additional charges poor interest rates.,1,Online Services,75
478,11/01/2015,Long Wait Times additional charges error kept cropping up poor interest rates the worst.,1,Online Services,77
479,11/01/2015,"Error Kept Cropping Up lost my details, staff were so unhelpful what happened to this bank?? bad advice bad advice soo frustrating!strange long wait times.",1,Online Services,77
480,11/01/2015,"Lost My Details, Staff Were So Unhelpful soo frustrating!strange bad advice bad advice slow transactions.",1,Online Services,39
481,11/01/2015,Long Wait Times limited services not great bad advice WHY!?.,1,Online Services,20
482,11/01/2015,The Worst error kept cropping up complicated online banking.,1,Online Services,72
490,11/01/2015,To Frustrate Me slow transactions frustrating rude customer service.,1,Online Services,21
491,11/01/2015,Long Wait Times frustrating what happened to this bank?? error limited services bad advice complicated online banking.,1,Online Services,43
492,11/01/2015,Why!? soo frustrating!strange complicated to figure out slow transactions rude customer service.,1,Online Services,26
493,11/01/2015,"Lost My Details, Staff Were So Unhelpful rude customer service rude customer service poor interest rates.",1,Online Services,62
505,11/01/2015,Complicated To Figure Out limited services error kept cropping up long wait times error.,1,Online Services,28
506,12/01/2015,Not Great complicated online banking WHY!? what happened to this bank??.,1,Online Services,34
507,12/01/2015,"Rude Customer Service slow transactions lost my details, staff were so unhelpful long wait times the worst bad advice rude customer service.",1,Online Services,29
508,12/01/2015,Frustrating frustrating soo frustrating!strange complicated to figure out bad advice bad advice frustrating.,1,Online Services,1
522,12/01/2015,Long Wait Times to frustrate me limited services frustrating not great bad advice the worst complicated to figure out.,1,Online Services,5
523,12/01/2015,Complicated To Figure Out to frustrate me error kept cropping up long wait times poor interest rates.,1,Online Services,51
524,12/01/2015,"Error Kept Cropping Up to frustrate me lost my details, staff were so unhelpful lost my details, staff were so unhelpful limited services.",1,Online Services,77
525,12/01/2015,"Bad Advice lost my details, staff were so unhelpful poor interest rates complicated online banking lost my details, staff were so unhelpful.",1,Online Services,1
526,12/01/2015,Long Wait Times error kept cropping up to frustrate me rude customer service error.,1,Online Services,28
527,12/01/2015,"Lost My Details, Staff Were So Unhelpful lost my details, staff were so unhelpful poor interest rates not great complicated to figure out complicated online banking.",1,Online Services,6
528,12/01/2015,"Bad Advice soo frustrating!strange frustrating lost my details, staff were so unhelpful.",1,Online Services,22
529,12/01/2015,Slow Transactions limited services soo frustrating!strange poor interest rates WHY!? error kept cropping up error kept cropping up additional charges.,1,Online Services,66
530,12/01/2015,What Happened To This Bank?? rude customer service WHY!? to frustrate me soo frustrating!strange frustrating WHY!?.,1,Online Services,46
531,12/01/2015,"Frustrating not great what happened to this bank?? to frustrate me additional charges lost my details, staff were so unhelpful error kept cropping up.",1,Online Services,15
532,12/01/2015,Soo Frustrating!Strange error kept cropping up frustrating limited services.,1,Online Services,45
533,12/01/2015,I Hope Youre Proud Of Yourselves!! unhelpful staff terrible manager fees.,1,Mortgage,8
534,12/01/2015,Distressed By This i hope youre proud of yourselves!! i hope youre proud of yourselves!! slow transactions limited services terrible manager terrible manager not great.,1,Mortgage,75
535,12/01/2015,Rude Customer Service rude customer service high fees limited services slow transactions distressed by this fees.,1,Mortgage,35
536,12/01/2015,Terrible Manager limited services high fees poor interest rates high fees rising slow transactions.,1,Mortgage,55
548,12/01/2015,Why!? complicated online banking limited services poor interest rates error kept cropping up WHY!?.,1,Online Services,58
549,12/01/2015,"Complicated Online Banking what happened to this bank?? lost my details, staff were so unhelpful not great.",1,Online Services,6
550,12/01/2015,"Rude Customer Service complicated online banking error error lost my details, staff were so unhelpful not great not great.",1,Online Services,26
551,12/01/2015,Complicated To Figure Out error to frustrate me.,1,Online Services,1
552,13/01/2015,Bad Advice frustrating soo frustrating!strange bad advice additional charges frustrating.,1,Online Services,75
553,13/01/2015,"Long Wait Times bad advice error not great lost my details, staff were so unhelpful additional charges rude customer service.",1,Online Services,53
554,13/01/2015,Rude Customer Service additional charges bad advice complicated online banking WHY!?.,1,Online Services,76
566,13/01/2015,"Error slow transactions lost my details, staff were so unhelpful long wait times rude customer service.",1,Online Services,59
567,13/01/2015,Additional Charges soo frustrating!strange the worst slow transactions.,1,Online Services,49
568,13/01/2015,Error Kept Cropping Up error kept cropping up error slow transactions limited services.,1,Online Services,9
569,13/01/2015,Slow Transactions frustrating complicated to figure out limited services complicated online banking poor interest rates what happened to this bank??.,1,Online Services,65
570,13/01/2015,"Error Kept Cropping Up complicated to figure out what happened to this bank?? the worst complicated to figure out lost my details, staff were so unhelpful complicated to figure out.",1,Online Services,15
571,13/01/2015,"Lost My Details, Staff Were So Unhelpful complicated to figure out complicated online banking complicated to figure out additional charges rude customer service WHY!?.",1,Online Services,13
572,13/01/2015,Long Wait Times limited services what happened not great rude customer service terrible manager slow transactions.,1,Mortgage,66
589,13/01/2015,To Frustrate Me bad advice complicated online banking not great.,1,Online Services,21
590,13/01/2015,Soo Frustrating!Strange slow transactions the worst rude customer service error complicated online banking what happened to this bank??.,1,Online Services,63
591,14/01/2015,Why!? WHY!? slow transactions to frustrate me what happened to this bank?? complicated to figure out slow transactions poor interest rates.,1,Online Services,50
592,14/01/2015,Rude Customer Service error kept cropping up soo frustrating!strange frustrating slow transactions.,1,Online Services,44
607,14/01/2015,Rude Customer Service additional charges slow transactions.,1,Online Services,2
608,14/01/2015,Rude Customer Service bad advice complicated to figure out bad advice.,1,Online Services,17
609,14/01/2015,Additional Charges error limited services bad advice error poor interest rates WHY!?.,1,Online Services,45
610,14/01/2015,Poor Interest Rates frustrating rude customer service error WHY!?.,1,Online Services,22
611,14/01/2015,Rude Customer Service WHY!? complicated to figure out poor interest rates the worst to frustrate me.,1,Online Services,12
612,14/01/2015,Limited Services rude customer service error not great bad advice limited services.,1,Online Services,45
614,14/01/2015,Terrible Manager what happened insecure what happened.,1,Mortgage,44
629,14/01/2015,Rude Customer Service additional charges what happened to this bank?? bad advice WHY!?.,1,Online Services,74
630,14/01/2015,Frustrating to frustrate me error kept cropping up frustrating.,1,Online Services,13
631,14/01/2015,Bad Advice the worst poor interest rates rude customer service not great.,1,Online Services,29
632,14/01/2015,Why!? to frustrate me WHY!? what happened to this bank??.,1,Online Services,3
649,14/01/2015,"Complicated Online Banking the worst error complicated online banking lost my details, staff were so unhelpful rude customer service poor interest rates.",1,Online Services,68
650,14/01/2015,The Worst error kept cropping up additional charges not great the worst the worst bad advice.,1,Online Services,17
651,14/01/2015,To Frustrate Me bad advice to frustrate me soo frustrating!strange long wait times complicated to figure out complicated to figure out.,1,Online Services,25
652,14/01/2015,Slow Transactions additional charges WHY!? frustrating poor interest rates.,1,Online Services,73
653,14/01/2015,The Worst rude customer service error kept cropping up poor interest rates.,1,Online Services,68
679,14/01/2015,Frustrating slow transactions not great error.,1,Online Services,39
680,14/01/2015,Limited Services poor interest rates complicated to figure out poor interest rates bad advice frustrating limited services.,1,Online Services,45
681,14/01/2015,What Happened To This Bank?? to frustrate me error what happened to this bank?? WHY!? the worst.,1,Online Services,35
682,14/01/2015,Not Great complicated to figure out slow transactions limited services WHY!? complicated to figure out rude customer service.,1,Online Services,47
683,14/01/2015,Poor Interest Rates frustrating slow transactions long wait times.,1,Online Services,66
684,14/01/2015,Complicated To Figure Out complicated to figure out additional charges complicated to figure out error kept cropping up poor interest rates.,1,Online Services,73
